Описание;Цена;Рейтинг;Ссылка
Смартфон Samsung Galaxy S24 FE 8/128Gb,  SM-S721B,  графит;64990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-128gb-8gb-grafit-3g-4g-6-7-108-2058082/
Смартфон Honor 90 12/512Gb,  изумрудный зеленый;36160₽;4.9;https://www.citilink.ru/product/smartfon-honor-90-12-512gb-izumrudnyi-zelenyi-1977239/
Смартфон Honor 200 12/512Gb,  изумрудный зеленый;44990₽;5;https://www.citilink.ru/product/smartfon-honor-200-512gb-12gb-izumrudnyi-zelenyi-3g-4g-2sim-6-7-amoled-2028611/
Смартфон Apple iPhone 12 128Gb,  A2403,  черный;58590₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-a2403-128gb-4gb-chernyi-3g-4g-6-1-1170x2532-i-1914957/
Смартфон REALME Note 50 4/128Gb,  RMX3834,  голубой;8490₽;5;https://www.citilink.ru/product/smartfon-realme-note-50-4-128gb-rmx3834-goluboi-2003610/
Смартфон Samsung Galaxy S21 FE 8/128Gb,  SM-G990E,  графит;42990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s21-fe-sm-g990e-128gb-8gb-grafit-3g-4g-6-4-108-2065855/
Смартфон Xiaomi Redmi Note 13 6/128Gb,  зеленый;18490₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-6-128gb-zelenyi-2002377/
Смартфон Xiaomi Redmi A3 4/128Gb,  черный;8990₽;4.8;https://www.citilink.ru/product/smartfon-xiaomi-redmi-a3-4-128gb-chernyi-2007008/
Смартфон Xiaomi Redmi A3 4/128Gb,  голубой;8990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-a3-4-128gb-goluboi-2007014/
Смартфон Xiaomi Redmi A3x 3/64Gb,  зеленый;6990₽;4.6;https://www.citilink.ru/product/smartfon-xiaomi-redmi-a3x-64gb-3gb-zelenyi-3g-4g-2sim-6-78-ips-720x160-2027561/
Смартфон Honor X7b 8/128Gb,  черный;14990₽;4.9;https://www.citilink.ru/product/smartfon-honor-x7b-8-128gb-chernyi-1998157/
Смартфон Apple iPhone 15 128Gb,  A3090,  голубой;85390₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-15-128gb-a3090-goluboi-1982728/
Смартфон TECNO Pova Neo 6 8/256Gb,  черный;18990₽;5;https://www.citilink.ru/product/smartfon-tecno-pova-neo-6-256gb-8gb-chernyi-3g-4g-6-82-720x1640-and13-2024508/
Смартфон Xiaomi Redmi Note 13 8/128Gb,  зеленый;18990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-8-128gb-zelenyi-2002380/
Смартфон TECNO Pova 6 Pro 5G 12/256Gb,  серый;23990₽;4.6;https://www.citilink.ru/product/smartfon-tecno-pova-6-pro-5g-12-256gb-seryi-2011898/
Смартфон REALME Note 50 4/128Gb,  RMX3834,  черный;8490₽;4.9;https://www.citilink.ru/product/smartfon-realme-note-50-4-128gb-rmx3834-chernyi-2003612/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  графит;69990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-grafit-3g-4g-6-7-108-2058092/
Смартфон Xiaomi Redmi A3x 3/64Gb,  черный;6990₽;4.8;https://www.citilink.ru/product/smartfon-xiaomi-redmi-a3x-64gb-3gb-chernyi-3g-4g-2sim-6-78-ips-720x160-2027562/
Смартфон Samsung Galaxy S24 Ultra 12/512Gb,  черный титан;129990₽;4.9;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-512gb-sm-s928b-chernyi-titan-2000228/
Смартфон Xiaomi Poco C61 3/64Gb,  белый;5990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-64gb-3gb-belyi-3g-4g-2sim-6-78-ips-720x1600-a-2054871/
Смартфон Apple iPhone 13 128Gb,  A2633,  альпийский зеленый;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-a2633-128gb-4gb-zelenyi-3g-4g-6-1-1170x2532-i-1912377/
Смартфон Xiaomi Poco F6 12/512Gb,  зеленый;45990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-512gb-12gb-zelenyi-3g-4g-2sim-6-67-amoled-1220-2027569/
Смартфон Xiaomi Redmi Note 13 8/128Gb,  черный;18990₽;4.6;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-8-128gb-chernyi-2002378/
Смартфон Xiaomi Redmi Note 13 Pro 12/512Gb,  черный;33990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-pro-12-512gb-chernyi-2001305/
Смартфон Xiaomi Redmi A3 4/128Gb,  зеленый;8990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-a3-4-128gb-zelenyi-2007016/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  темно-синий;25990₽;4.8;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-8-256gb-sm-a256e-temno-sinii-1999537/
Смартфон Samsung Galaxy A55 5G 8/256Gb,  SM-A556E,  голубой;38990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-256gb-8gb-goluboi-3g-4g-6-6-10-2011868/
Смартфон Xiaomi Poco F6 Pro 12/512Gb,  черный;57990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-pro-512gb-12gb-chernyi-3g-4g-2sim-6-67-amoled-2027553/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  лаванда;34990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-lavanda-3g-4g-6-6-10-2011865/
Смартфон Xiaomi Redmi Note 13 8/128Gb,  синий;18990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-8-128gb-sinii-2002379/
Смартфон Xiaomi Poco C75 8/256Gb,  черный;12990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-256gb-8gb-chernyi-3g-4g-2sim-6-88-ips-1640x72-2062029/
Смартфон Apple iPhone 13 128Gb,  A2633,  синий;63690₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-13-128gb-a2633-sinii-1901138/
Смартфон Xiaomi Redmi Note 13 Pro 8/128Gb,  черный;26990₽;4.2;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-pro-8-128gb-chernyi-2001301/
Смартфон Xiaomi Poco X6 Pro 5G 12/512Gb,  серый;39990₽;4.8;https://www.citilink.ru/product/smartfon-xiaomi-poco-x6-pro-5g-12-512gb-seryi-2001222/
Смартфон Honor 200 Pro 12/512Gb,  белый лунный;64990₽;5;https://www.citilink.ru/product/smartfon-honor-200-pro-512gb-12gb-belyi-lunnyi-3g-4g-2sim-6-78-amoled-2028605/
Смартфон Xiaomi Redmi Note 13 6/128Gb,  синий;18490₽;4.9;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-6-128gb-sinii-2002376/
Смартфон Xiaomi Poco M6 6/128Gb,  черный;14490₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-m6-128gb-6gb-chernyi-3g-4g-2sim-6-79-ips-1080x240-2027556/
Смартфон Honor X7b 8/128Gb,  изумрудный зеленый;14990₽;5;https://www.citilink.ru/product/smartfon-honor-x7b-8-128gb-izumrudnyi-zelenyi-1998158/
Смартфон Apple iPhone 14 128Gb,  A2882,  темная ночь;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2882-temnaya-noch-1885593/
Смартфон Samsung Galaxy A55 5G 8/256Gb,  SM-A556E,  голубой;38990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-256gb-8gb-goluboi-3g-4g-6-6-10-2011565/
Смартфон TECNO Pova 6 12/256Gb,  серый;23990₽;4.6;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-12gb-seryi-3g-4g-6-08-1080x2436-and14-108m-2020945/
Смартфон Samsung Galaxy A35 5G 8/256Gb,  SM-A356E,  лаванда;31990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-256gb-8gb-lavanda-3g-4g-6-6-10-2019267/
Смартфон ITEL P65 6/256Gb,  P671LN,  титан;13990₽;5;https://www.citilink.ru/product/smartfon-itel-p65-p671ln-256gb-6gb-titan-3g-4g-2sim-6-67-ips-720x1600-2052183/
Смартфон REALME Note 50 3/64Gb,  RMX3834,  голубой;6990₽;4.7;https://www.citilink.ru/product/smartfon-realme-note-50-3-64gb-rmx3834-goluboi-2003579/
Смартфон Xiaomi Redmi A3x 3/64Gb,  белый;6990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-a3x-64gb-3gb-belyi-3g-4g-2sim-6-78-ips-720x1600-2027563/
Смартфон TECNO Spark 30C 8/256Gb,  черный;12990₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-30c-256gb-8gb-chernyi-3g-4g-6-56-720x1612-and13-5-2058665/
Смартфон Xiaomi Redmi 13C 8/256Gb,  белый;15990₽;4.9;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13c-8-256gb-belyi-1992874/
Смартфон Xiaomi Poco X6 5G 12/256Gb,  белый;31990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-x6-5g-12-256gb-belyi-2001148/
Смартфон Samsung Galaxy S24 FE 8/128Gb,  SM-S721B,  графит;64990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-128gb-8gb-grafit-3g-4g-6-7-108-2058082/
Смартфон Honor 90 12/512Gb,  изумрудный зеленый;36160₽;4.9;https://www.citilink.ru/product/smartfon-honor-90-12-512gb-izumrudnyi-zelenyi-1977239/
Смартфон Honor 200 12/512Gb,  изумрудный зеленый;44990₽;5;https://www.citilink.ru/product/smartfon-honor-200-512gb-12gb-izumrudnyi-zelenyi-3g-4g-2sim-6-7-amoled-2028611/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  серый титан;116990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-seryi-titan-2000225/
Смартфон Xiaomi Poco C61 4/128Gb,  белый;7990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-128gb-4gb-belyi-3g-4g-2sim-6-78-ips-720x1600-2054874/
Смартфон Apple iPhone 16 128Gb,  A3287,  черный;106590₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-chernyi-2063151/
Смартфон Apple iPhone 14 128Gb,  A2884,  сияющая звезда;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-siyayuschaya-zvezda-1993349/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  лаванда;27990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-lavanda-3g-4g-6-6-10-2011522/
Смартфон Honor X9b 12/256Gb,  оранжевый;30990₽;5;https://www.citilink.ru/product/smartfon-honor-x9b-12-256gb-oranzhevyi-1998156/
Смартфон REALME 12 Pro 5G 12/512Gb,  RMX3842,  синее море;37990₽;5;https://www.citilink.ru/product/smartfon-realme-12-pro-5g-rmx3842-512gb-12gb-sinii-3g-4g-6-7-2400x1080-2012979/
Смартфон Meizu Note 21 8/256Gb,  M411H,  черный;16990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-m2411-256gb-8gb-chernyi-3g-4g-6-74-720x1600-and-2050915/
Смартфон Apple iPhone 13 128Gb,  A2633,  сияющая звезда;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-a2633-128gb-4gb-siyayusch-zv-3g-4g-1sim-6-1-1-2049291/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  черный;92990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-chernyi-2000207/
Смартфон TECNO Spark 20 Pro 8/256Gb,  черный;16990₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-8-256gb-chernyi-1999090/
Смартфон Xiaomi Poco C61 4/128Gb,  зеленый;7990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-128gb-4gb-zelenyi-3g-4g-2sim-6-78-ips-720x160-2054873/
Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  зеленый лайм;29490₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a54-5g-6-128gb-sm-a546e-zelenyi-laim-1979207/
Смартфон Xiaomi Poco C75 6/128Gb,  черный;10990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-128gb-6gb-chernyi-3g-4g-2sim-6-88-ips-1640x72-2062026/
Смартфон Xiaomi Poco C61 4/128Gb,  черный;7990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-128gb-4gb-chernyi-3g-4g-2sim-6-78-ips-720x160-2054872/
Смартфон Xiaomi Poco M6 6/128Gb,  серебристый;14490₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-m6-128gb-6gb-serebristyi-3g-4g-2sim-6-79-ips-1080-2027560/
Смартфон REALME C65 6/128 Gb,  RMX3910,  золотой;12999₽;4.9;https://www.citilink.ru/product/smartfon-realme-c65-rmx3910-128gb-6gb-zolotistyi-3g-4g-6-67-720x1600-a-2048252/
Смартфон Honor X8b 8/256Gb,  титановый серебристый;22990₽;5;https://www.citilink.ru/product/smartfon-honor-x8b-8-256gb-titanovyi-serebristyi-1998151/
Смартфон TECNO Pova 6 Pro 5G 12/256Gb,  зеленый;23990₽;5;https://www.citilink.ru/product/smartfon-tecno-pova-6-pro-5g-256gb-8gb-zelenyi-3g-4g-6-78-amoled-1080x-2011896/
Смартфон Honor X8b 8/256Gb,  зеленый;22990₽;5;https://www.citilink.ru/product/smartfon-honor-x8b-8-256gb-zelenyi-1998150/
Смартфон Huawei P60 Pro 12/512Gb,  MNA-LX9,  жемчужина рококо;69990₽;5;https://www.citilink.ru/product/smartfon-huawei-p60-pro-12-512gb-mna-lx9-zhemchuzhina-rokoko-1970377/
Смартфон Samsung Galaxy S23 Ultra 12/512Gb,  SM-S918B,  зеленый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-ultra-5g-12-512gb-sm-s918b-zelenyi-1997679/
Смартфон Samsung Galaxy A35 5G 8/256Gb,  SM-A356E,  лаванда;31990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-256gb-8gb-lavanda-3g-4g-6-6-10-2011541/
Смартфон Xiaomi Poco X6 5G 12/256Gb,  синий;31990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-x6-5g-12-256gb-sinii-2001149/
Смартфон Samsung Galaxy S24 8/128Gb,  SM-S921B,  черный;74990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-8-128gb-sm-s921b-chernyi-2000109/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  голубой;27990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-goluboi-3g-4g-6-6-10-2011519/
Смартфон TECNO Camon 30 8/256Gb,  черный;19490₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30-256gb-8gb-chernyi-bazalt-3g-4g-6-78-1080x2400-2020940/
Смартфон Samsung Galaxy S24 Ultra 12/512Gb,  серый титан;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-512gb-sm-s928b-seryi-titan-2000229/
Смартфон TECNO Spark 30C 8/256Gb,  белый;12990₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-30c-256gb-8gb-belyi-3g-4g-6-56-720x1612-and13-50m-2058666/
Смартфон iQOO Z9 8/256Gb,  черный;34990₽;5;https://www.citilink.ru/product/smartfon-iqoo-z9-256gb-8gb-chernyi-3g-4g-6-78-amoled-1260x2800-and14-8-2065567/
Смартфон Samsung Galaxy A24 4/128Gb,  SM-A245F,  зеленый;17690₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a24-4-128gb-sm-a245f-zelenyi-1927217/
Смартфон Honor X9b 8/256Gb,  полночный черный;28990₽;5;https://www.citilink.ru/product/smartfon-honor-x9b-8-256gb-polnochnyi-chernyi-1998152/
Смартфон TECNO Phantom V Flip2 5G 8/256Gb,  AE11,  серый;69990₽;5;https://www.citilink.ru/product/smartfon-tecno-phantom-v-flip2-5g-ae11-256gb-8gb-seryi-3g-4g-6-9-1080x-2056525/
Смартфон OPPO A18 4/128Gb,  голубой;10990₽;5;https://www.citilink.ru/product/smartfon-oppo-a18-4-128gb-goluboi-1987030/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  фиолетовый титан;116990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-fioletovyi-tita-2000226/
Смартфон TECNO Pova Neo 6 8/256Gb,  серебристый;17990₽;5;https://www.citilink.ru/product/smartfon-tecno-pova-neo-6-256gb-8gb-serebristyi-3g-4g-6-8-1080x2460-an-2045764/
Смартфон Huawei Pura 70 Pro 12/512Gb,  HBN-LX9,  черный;76990₽;4.5;https://www.citilink.ru/product/smartfon-huawei-pura70-pro-hbn-lx9-512gb-12gb-chernyi-3g-4g-6-67-1080x-2021541/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  желтый;25990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-8-256gb-sm-a256e-zheltyi-1999540/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  лаванда;27990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-lavanda-3g-4g-6-6-10-2019261/
Смартфон Huawei Pura 70 Pro 12/512Gb,  HBN-LX9,  белый;76990₽;4.8;https://www.citilink.ru/product/smartfon-huawei-pura70-pro-ady-lx9-512gb-12gb-belyi-3g-4g-6-67-1080x24-2021540/
Смартфон TECNO Camon 30 Pro 5G 12/256Gb,  черный;34990₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30-pro-5g-256gb-12gb-chernyi-3g-4g-6-78-1080x2436-2028295/
Смартфон Apple iPhone 13 128Gb,  A2482,  альпийский зеленый;63690₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-13-128gb-a2482-alpiiskii-zelenyi-1863697/
Смартфон Xiaomi Poco X6 5G 8/256Gb,  белый;24990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-x6-5g-8-256gb-belyi-2001145/
Смартфон Samsung Galaxy S24 8/256Gb,  SM-S921B,  серый;82990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-8-256gb-sm-s921b-seryi-2000112/
Смартфон REALME C61 8/128Gb,  RMX3930,  золотой;11990₽;5;https://www.citilink.ru/product/smartfon-realme-c61-rmx3930-128gb-8gb-zolotistyi-3g-4g-2sim-6-75-ips-7-2047019/
Смартфон REALME 12 Pro+ 5G 12/512Gb,  RMX3840,  синее море;51990₽;4.7;https://www.citilink.ru/product/smartfon-realme-12-pro-5g-rmx3840-512gb-12gb-sinii-3g-4g-6-7-2400x1080-2012968/
Смартфон TECNO Spark 30C 4/128Gb,  черный;10490₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-30c-128gb-4gb-chernyi-3g-4g-6-56-720x1612-and13-5-2058868/
Смартфон Xiaomi Poco X6 5G 8/256Gb,  синий;24990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-x6-5g-8-256gb-sinii-2001146/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  серый титан;116990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-seryi-titan-2000225/
Смартфон Xiaomi Poco C61 4/128Gb,  белый;7990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-128gb-4gb-belyi-3g-4g-2sim-6-78-ips-720x1600-2054874/
Смартфон Apple iPhone 16 128Gb,  A3287,  черный;106590₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-chernyi-2063151/
Смартфон Apple iPhone 14 128Gb,  A2884,  сияющая звезда;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-siyayuschaya-zvezda-1993349/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  лаванда;27990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-lavanda-3g-4g-6-6-10-2011522/
Смартфон Honor X9b 12/256Gb,  оранжевый;30990₽;5;https://www.citilink.ru/product/smartfon-honor-x9b-12-256gb-oranzhevyi-1998156/
Смартфон REALME 12 Pro 5G 12/512Gb,  RMX3842,  синее море;37990₽;5;https://www.citilink.ru/product/smartfon-realme-12-pro-5g-rmx3842-512gb-12gb-sinii-3g-4g-6-7-2400x1080-2012979/
Смартфон Meizu Note 21 8/256Gb,  M411H,  черный;16990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-m2411-256gb-8gb-chernyi-3g-4g-6-74-720x1600-and-2050915/
Смартфон Apple iPhone 13 128Gb,  A2633,  сияющая звезда;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-a2633-128gb-4gb-siyayusch-zv-3g-4g-1sim-6-1-1-2049291/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  черный;92990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-chernyi-2000207/
Смартфон TECNO Spark 20 Pro 8/256Gb,  черный;16990₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-8-256gb-chernyi-1999090/
Смартфон Xiaomi Poco C61 4/128Gb,  зеленый;7990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-128gb-4gb-zelenyi-3g-4g-2sim-6-78-ips-720x160-2054873/
Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  зеленый лайм;29490₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a54-5g-6-128gb-sm-a546e-zelenyi-laim-1979207/
Смартфон Xiaomi Poco C75 6/128Gb,  черный;10990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-128gb-6gb-chernyi-3g-4g-2sim-6-88-ips-1640x72-2062026/
Смартфон Xiaomi Poco C61 4/128Gb,  черный;7990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-128gb-4gb-chernyi-3g-4g-2sim-6-78-ips-720x160-2054872/
